Tenant,Branch,Content Group Category,Content Group,Translation Provider Name,Translation Provider Type,Culture Group,Cultures,QE/AIPE Enabled,HPE Enabled,Vendor,TranslationFlavor
Default_Azure,adaptivecards.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_Azure_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure,adaptivecards.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_Azure_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure,adaptivecards.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_6,"de-DE,es-ES,fr-FR,ja-JP,pt-BR,zh-CN",TRUE,FALSE,LIOX,AIPE
Default_Azure,adaptivecards.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_12,"cs-CZ,hu-HU,id-ID,it-IT,ko-KR,nl-NL,pl-PL,pt-PT,ru-RU,sv-SE,tr-TR,zh-TW",TRUE,FALSE,LIOX,AIPE
Default_SQL_ext_MT,advertising-api-build.live,SelfServe_Reference_Authored,Default Authored Reference Group, Default_SQL_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate, Default_SQL_ext_MT_11,"de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pt-BR,ru-RU,zh-CN,zh-TW",FALSE,,,MT
Default_SQL_ext_MT,advertising-api-build.live,SelfServe_Reference_Managed,Default Managed Reference Group, Default_SQL_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate, Default_SQL_ext_MT_11,"de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pt-BR,ru-RU,zh-CN,zh-TW",FALSE,,,MT
Default_SQL_ext_MT,advertising-api-build.live,SelfServe_Conceptual,Default OPS Conceptual Group, Default_SQL_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate, Default_SQL_ext_MT_11,"de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pt-BR,ru-RU,zh-CN,zh-TW",FALSE,,,MT
BIC_base22_2,agent365-docs-pr,SelfServe_Reference_Authored,,BIC_base22_MT,CtsDownstreamConnectorSagaTemplate,BIC_base_22,"cs-CZ,da-DK,de-DE,el-GR,es-ES,fi-FI,fr-FR,hi-IN,id-ID,it-IT,ja-JP,ko-KR,nb-NO,nl-NL,pl-PL,pt-BR,pt-PT,sv-SE,th-TH,tr-TR,zh-CN,zh-TW",FALSE,,,MT
SelfServe-Default,agent-framework-python-pr.live,SelfServe_Reference_Authored,Default OPS Authored Reference Group,Default_Azure_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
SelfServe-Default,agent-framework-python-pr.live,SelfServe_Reference_Managed,Default OPS Managed Reference Group,Default_Azure_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
SelfServe-Default,agent-framework-python-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,SelfServe_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",TRUE,FALSE,LIOX,AIPE
SelfServe-Default,agent-framework-python-pr.live,SelfServe_Training,Default OPS Training,Default_Learn_1_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_12,"cs-CZ,hu-HU,id-ID,it-IT,ko-KR,nl-NL,pl-PL,pt-PT,ru-RU,sv-SE,tr-TR,zh-TW",TRUE,FALSE,LIOX,AIPE
SelfServe-Default,agent-framework-python-pr.live,SelfServe_Training,Default OPS Training,Default_Learn_1_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_6,"de-DE,es-ES,fr-FR,ja-JP,pt-BR,zh-CN",TRUE,TRUE,RWS,HPE
SelfServe-Default,agent-framework-python-pr.live,SelfServe_Training,Default OPS Training,Default_Learn_1_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,Default_Learn_MT_10,"ar-SA,da-DK,fi-FI,he-IL,hi-IN,nb-NO,ro-RO,th-TH,uk-UA,vi-VN",FALSE,FALSE,TransPerfect,MT
SelfServe-Default,agent-framework-python-pr.live,SelfServe_Legal,Default OPS Legal Group,Default_Azure_GL_18,GlDownstreamConnectorSagaTemplate,Default_Azure_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",,,RWS,MTPE
BIC_base41_2_art,ai-builder-pr.live,SelfServe_Reference_Authored,Default OPS Authored Reference Group,BIC_base41_MT,CtsDownstreamConnectorSagaTemplate,BIC_base_23_noRTL,"cs-CZ,da-DK,de-DE,el-GR,es-ES,fi-FI,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nb-NO,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,th-TH,tr-TR,zh-CN,zh-TW",FALSE,,,MT
BIC_base41_2_art,ai-builder-pr.live,SelfServe_Reference_Authored,Default OPS Authored Reference Group,BIC_base41_MT,CtsDownstreamConnectorSagaTemplate,BIC_base_18_noAIPE,"bg-BG,ca-ES,et-EE,eu-ES,gl-ES,hi-IN,hr-HR,kk-KZ,lt-LT,lv-LV,ms-MY,ro-RO,sk-SK,sl-SI,sr-Cyrl-RS,sr-Latn-RS,uk-UA,vi-VN",FALSE,,,MT
BIC_base41_2_art,ai-builder-pr.live,SelfServe_Reference_Managed,Default OPS Managed Reference Group,BIC_base41_MT,CtsDownstreamConnectorSagaTemplate,BIC_base_23_noRTL,"cs-CZ,da-DK,de-DE,el-GR,es-ES,fi-FI,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nb-NO,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,th-TH,tr-TR,zh-CN,zh-TW",FALSE,,,MT
BIC_base41_2_art,ai-builder-pr.live,SelfServe_Reference_Managed,Default OPS Managed Reference Group,BIC_base41_MT,CtsDownstreamConnectorSagaTemplate,BIC_base_18_noAIPE,"bg-BG,ca-ES,et-EE,eu-ES,gl-ES,hi-IN,hr-HR,kk-KZ,lt-LT,lv-LV,ms-MY,ro-RO,sk-SK,sl-SI,sr-Cyrl-RS,sr-Latn-RS,uk-UA,vi-VN",FALSE,,,MT
BIC_base41_2_art,ai-builder-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,BIC_base41_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,BIC_base_23_noRTL,"cs-CZ,da-DK,de-DE,el-GR,es-ES,fi-FI,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nb-NO,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,th-TH,tr-TR,zh-CN,zh-TW",TRUE,TRUE,LIOX,HPE
BIC_base41_2_art,ai-builder-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,BIC_base41_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,BIC_base_18_noAIPE,"bg-BG,ca-ES,et-EE,eu-ES,gl-ES,hi-IN,hr-HR,kk-KZ,lt-LT,lv-LV,ms-MY,ro-RO,sk-SK,sl-SI,sr-Cyrl-RS,sr-Latn-RS,uk-UA,vi-VN",FALSE,TRUE,LIOX,HPE
BIC_base41_2_art,ai-builder-pr.live,SelfServe_Art,Default Art,BIC_Art_2,GlDownstreamConnectorSagaTemplate,BIC_Art_2_2,"fr-FR,ja-JP",,,LIOX,HT
Default_Azure_1,ai-docs-pr.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_1,ai-docs-pr.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_1,ai-docs-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_1_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_6,"de-DE,es-ES,fr-FR,ja-JP,pt-BR,zh-CN",TRUE,FALSE,LIOX,AIPE
Default_Azure_1,ai-docs-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_1_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_12,"cs-CZ,hu-HU,id-ID,it-IT,ko-KR,nl-NL,pl-PL,pt-PT,ru-RU,sv-SE,tr-TR,zh-TW",TRUE,FALSE,LIOX,AIPE
Default_Azure_MT,AIP-archive-pr.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_MT,AIP-archive-pr.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_MT,AIP-archive-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_VS_ext_MT,analysis-services-reference-dotnet.pr.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_VS_ext_CTS,CtsDownstreamConnectorSagaTemplate,Default_VS_ext_14,"cs-CZ,de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pl-PL,pt-BR,ru-RU,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_VS_ext_MT,analysis-services-reference-dotnet.pr.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_VS_ext_CTS,CtsDownstreamConnectorSagaTemplate,Default_VS_ext_14,"cs-CZ,de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pl-PL,pt-BR,ru-RU,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_VS_ext_MT,analysis-services-reference-dotnet.pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_VS_ext_CTS,CtsDownstreamConnectorSagaTemplate,Default_VS_ext_14,"cs-CZ,de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pl-PL,pt-BR,ru-RU,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure,appcenter-docs-pr.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_Azure_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure,appcenter-docs-pr.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_Azure_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure,appcenter-docs-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_6,"de-DE,es-ES,fr-FR,ja-JP,pt-BR,zh-CN",TRUE,FALSE,LIOX,AIPE
Default_Azure,appcenter-docs-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_12,"cs-CZ,hu-HU,id-ID,it-IT,ko-KR,nl-NL,pl-PL,pt-PT,ru-RU,sv-SE,tr-TR,zh-TW",TRUE,FALSE,LIOX,AIPE
Default_SQL_ext_MT,apple-api-docs.live,SelfServe_Reference_Authored,Default Authored Reference Group, Default_SQL_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate, Default_SQL_ext_MT_11,"de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pt-BR,ru-RU,zh-CN,zh-TW",FALSE,,,MT
Default_SQL_ext_MT,apple-api-docs.live,SelfServe_Reference_Managed,Default Managed Reference Group, Default_SQL_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate, Default_SQL_ext_MT_11,"de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pt-BR,ru-RU,zh-CN,zh-TW",FALSE,,,MT
Default_SQL_ext_MT,apple-api-docs.live,SelfServe_Conceptual,Default OPS Conceptual Group, Default_SQL_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate, Default_SQL_ext_MT_11,"de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pt-BR,ru-RU,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_1,architecture-center-pr.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_1,architecture-center-pr.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_1,architecture-center-pr.live,SelfServe_Conceptual,"ToFix1040250, Default OPS Conceptual Group",Default_Azure_1_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_6,"de-DE,es-ES,fr-FR,ja-JP,pt-BR,zh-CN",TRUE,FALSE,LIOX,AIPE
Default_Azure_1,architecture-center-pr.live,SelfServe_Conceptual,"ToFix1040250, Default OPS Conceptual Group",Default_Azure_1_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_12,"cs-CZ,hu-HU,id-ID,it-IT,ko-KR,nl-NL,pl-PL,pt-PT,ru-RU,sv-SE,tr-TR,zh-TW",TRUE,FALSE,LIOX,AIPE
Default_Azure,archive-common-content-pr.live,SelfServe_Reference_Authored,"Default Authored Reference Group, Default Authored Reference Group",Default_Azure_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure,archive-common-content-pr.live,SelfServe_Reference_Managed,"Default Managed Reference Group, Default Managed Reference Group",Default_Azure_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure,archive-common-content-pr.live,SelfServe_Conceptual,"Default OPS Conceptual Group, Default Conceptual Group",Default_Azure_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_6,"de-DE,es-ES,fr-FR,ja-JP,pt-BR,zh-CN",TRUE,FALSE,LIOX,AIPE
Default_Azure,archive-common-content-pr.live,SelfServe_Conceptual,"Default OPS Conceptual Group, Default Conceptual Group",Default_Azure_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_12,"cs-CZ,hu-HU,id-ID,it-IT,ko-KR,nl-NL,pl-PL,pt-PT,ru-RU,sv-SE,tr-TR,zh-TW",TRUE,FALSE,LIOX,AIPE
Default_VS_ext_MT,AspNetApiDocs.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_VS_ext_CTS,CtsDownstreamConnectorSagaTemplate,Default_VS_ext_14,"cs-CZ,de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pl-PL,pt-BR,ru-RU,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_VS_ext_MT,AspNetApiDocs.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_VS_ext_CTS,CtsDownstreamConnectorSagaTemplate,Default_VS_ext_14,"cs-CZ,de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pl-PL,pt-BR,ru-RU,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_VS_ext_MT,AspNetApiDocs.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_VS_ext_CTS,CtsDownstreamConnectorSagaTemplate,Default_VS_ext_14,"cs-CZ,de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pl-PL,pt-BR,ru-RU,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_2,AspNetCore.Docs.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_2,AspNetCore.Docs.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_2,AspNetCore.Docs.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_2_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_6,"de-DE,es-ES,fr-FR,ja-JP,pt-BR,zh-CN",TRUE,FALSE,LIOX,AIPE
Default_Azure_2,AspNetCore.Docs.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_2_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_12,"cs-CZ,hu-HU,id-ID,it-IT,ko-KR,nl-NL,pl-PL,pt-PT,ru-RU,sv-SE,tr-TR,zh-TW",TRUE,FALSE,RWS,AIPE
Default_Azure_2,AspNetDocs.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_2,AspNetDocs.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_2,AspNetDocs.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_2_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_6,"de-DE,es-ES,fr-FR,ja-JP,pt-BR,zh-CN",TRUE,FALSE,LIOX,AIPE
Default_Azure_2,AspNetDocs.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_2_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_12,"cs-CZ,hu-HU,id-ID,it-IT,ko-KR,nl-NL,pl-PL,pt-PT,ru-RU,sv-SE,tr-TR,zh-TW",TRUE,FALSE,RWS,AIPE
Default_Azure_2,ATADocs-pr.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_2,ATADocs-pr.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_2,ATADocs-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_2_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_6,"de-DE,es-ES,fr-FR,ja-JP,pt-BR,zh-CN",TRUE,FALSE,LIOX,AIPE
Default_Azure_2,ATADocs-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_2_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_12,"cs-CZ,hu-HU,id-ID,it-IT,ko-KR,nl-NL,pl-PL,pt-PT,ru-RU,sv-SE,tr-TR,zh-TW",TRUE,FALSE,RWS,AIPE
Default_Azure_ext_1_art,azure-ai-docs-pr.live,SelfServe_Reference_Authored,Default OPS Authored Reference Group,Default_Azure_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_19,"ar-SA,cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_ext_1_art,azure-ai-docs-pr.live,SelfServe_Reference_Managed,Default OPS Managed Reference Group,Default_Azure_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_19,"ar-SA,cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_ext_1_art,azure-ai-docs-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_AzureDocs_1_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_ext_1,ar-SA,FALSE,FALSE,RWS,MT
Default_Azure_ext_1_art,azure-ai-docs-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_AzureDocs_1_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,Default_AzureDocs_9,"cs-CZ,hu-HU,id-ID,nl-NL,pl-PL,pt-PT,ru-RU,sv-SE,tr-TR",TRUE,FALSE,RWS,AIPE
Default_Azure_ext_1_art,azure-ai-docs-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_AzureDocs_1_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,Default_AzureDocs_9_HPE,"de-DE,es-ES,fr-FR,it-IT,ja-JP,ko-KR,pt-BR,zh-CN,zh-TW",TRUE,TRUE,RWS,HPE
Default_Azure_ext_1_art,azure-aks-docs-pr.live,SelfServe_Reference_Authored,Default OPS Authored Reference Group,Default_Azure_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_19,"ar-SA,cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_ext_1_art,azure-aks-docs-pr.live,SelfServe_Reference_Managed,Default OPS Managed Reference Group,Default_Azure_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_19,"ar-SA,cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_ext_1_art,azure-aks-docs-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_AzureDocs_1_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_ext_1,ar-SA,FALSE,FALSE,RWS,MT
Default_Azure_ext_1_art,azure-aks-docs-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_AzureDocs_1_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,Default_AzureDocs_9,"cs-CZ,hu-HU,id-ID,nl-NL,pl-PL,pt-PT,ru-RU,sv-SE,tr-TR",TRUE,FALSE,RWS,AIPE
Default_Azure_ext_1_art,azure-aks-docs-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_AzureDocs_1_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,Default_AzureDocs_9_HPE,"de-DE,es-ES,fr-FR,it-IT,ja-JP,ko-KR,pt-BR,zh-CN,zh-TW",TRUE,TRUE,RWS,HPE
Default_Azure,azure-carbon-optimization-pr,SelfServe_Reference_Authored,"Default Authored Reference Group, Default Authored Reference Group",Default_Azure_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
