Tenant,Branch,Content Group Category,Content Group,Translation Provider Name,Translation Provider Type,Culture Group,Cultures,QE/AIPE Enabled,HPE Enabled,Vendor,TranslationFlavor
SelfServe-Default,BIC_Pilot_copilot-2025,SelfServe_Training,,Default_Learn_1_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_6,"de-DE,es-ES,fr-FR,ja-JP,pt-BR,zh-CN",TRUE,TRUE,RWS,HPE
SelfServe-Default,BIC_Pilot_copilot-2025,SelfServe_Training,,Default_Learn_1_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,Default_Learn_MT_10,"ar-SA,da-DK,fi-FI,he-IL,hi-IN,nb-NO,ro-RO,th-TH,uk-UA,vi-VN",FALSE,FALSE,TransPerfect,MT
SelfServe-Default,BIC_Pilot_copilot-2025,SelfServe_Legal,,Default_Azure_GL_18,GlDownstreamConnectorSagaTemplate,Default_Azure_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",,,RWS,MTPE
Default_Azure,bi-shared-docs-pr.live,SelfServe_Reference_Authored,"Default Authored Reference Group, Default Authored Reference Group",Default_Azure_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure,bi-shared-docs-pr.live,SelfServe_Reference_Managed,"Default Managed Reference Group, Default Managed Reference Group",Default_Azure_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure,bi-shared-docs-pr.live,SelfServe_Conceptual,"Default Conceptual Group, Default OPS Conceptual Group",Default_Azure_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_6,"de-DE,es-ES,fr-FR,ja-JP,pt-BR,zh-CN",TRUE,FALSE,LIOX,AIPE
Default_Azure,bi-shared-docs-pr.live,SelfServe_Conceptual,"Default Conceptual Group, Default OPS Conceptual Group",Default_Azure_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_12,"cs-CZ,hu-HU,id-ID,it-IT,ko-KR,nl-NL,pl-PL,pt-PT,ru-RU,sv-SE,tr-TR,zh-TW",TRUE,FALSE,LIOX,AIPE
Default_BizTalk,biztalk-docs.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_BizTalk_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_BizTalk_9,"de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,zh-CN,zh-TW",FALSE,,,MT
Default_BizTalk,biztalk-docs.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_BizTalk_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_BizTalk_9,"de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,zh-CN,zh-TW",FALSE,,,MT
Default_BizTalk,biztalk-docs.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Biztalk_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_BizTalk_9,"de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,zh-CN,zh-TW",TRUE,FALSE,RWS,AIPE
Default_VS_ext_MT,biztalk-docs-rest-apis.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_VS_ext_CTS,CtsDownstreamConnectorSagaTemplate,Default_VS_ext_14,"cs-CZ,de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pl-PL,pt-BR,ru-RU,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_VS_ext_MT,biztalk-docs-rest-apis.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_VS_ext_CTS,CtsDownstreamConnectorSagaTemplate,Default_VS_ext_14,"cs-CZ,de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pl-PL,pt-BR,ru-RU,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_VS_ext_MT,biztalk-docs-rest-apis.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_VS_ext_CTS,CtsDownstreamConnectorSagaTemplate,Default_VS_ext_14,"cs-CZ,de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pl-PL,pt-BR,ru-RU,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_VS_ext_MT,biztalk-reference.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_VS_ext_CTS,CtsDownstreamConnectorSagaTemplate,Default_VS_ext_14,"cs-CZ,de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pl-PL,pt-BR,ru-RU,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_VS_ext_MT,biztalk-reference.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_VS_ext_CTS,CtsDownstreamConnectorSagaTemplate,Default_VS_ext_14,"cs-CZ,de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pl-PL,pt-BR,ru-RU,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_VS_ext_MT,biztalk-reference.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_VS_ext_CTS,CtsDownstreamConnectorSagaTemplate,Default_VS_ext_14,"cs-CZ,de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pl-PL,pt-BR,ru-RU,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_MT,blog.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_MT,blog.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_MT,blog.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_ext_MT,botbuilder-docs-sdk-dotnet.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_Azure_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_19,"ar-SA,cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_ext_MT,botbuilder-docs-sdk-dotnet.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_Azure_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_19,"ar-SA,cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_ext_MT,botbuilder-docs-sdk-dotnet.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_19,"ar-SA,cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_SQL_ext_MT,botbuilder-docs-sdk-java.live,SelfServe_Reference_Authored,Default Authored Reference Group, Default_SQL_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate, Default_SQL_ext_MT_11,"de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pt-BR,ru-RU,zh-CN,zh-TW",FALSE,,,MT
Default_SQL_ext_MT,botbuilder-docs-sdk-java.live,SelfServe_Reference_Managed,Default Managed Reference Group, Default_SQL_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate, Default_SQL_ext_MT_11,"de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pt-BR,ru-RU,zh-CN,zh-TW",FALSE,,,MT
Default_SQL_ext_MT,botbuilder-docs-sdk-java.live,SelfServe_Conceptual,Default OPS Conceptual Group, Default_SQL_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate, Default_SQL_ext_MT_11,"de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pt-BR,ru-RU,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_ext_MT,botbuilder-docs-sdk-python.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_Azure_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_19,"ar-SA,cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_ext_MT,botbuilder-docs-sdk-python.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_Azure_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_19,"ar-SA,cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_ext_MT,botbuilder-docs-sdk-python.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_19,"ar-SA,cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_SQL_ext_MT,botbuilder-docs-sdk-typescript.live,SelfServe_Reference_Authored,Default Authored Reference Group, Default_SQL_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate, Default_SQL_ext_MT_11,"de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pt-BR,ru-RU,zh-CN,zh-TW",FALSE,,,MT
Default_SQL_ext_MT,botbuilder-docs-sdk-typescript.live,SelfServe_Reference_Managed,Default Managed Reference Group, Default_SQL_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate, Default_SQL_ext_MT_11,"de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pt-BR,ru-RU,zh-CN,zh-TW",FALSE,,,MT
Default_SQL_ext_MT,botbuilder-docs-sdk-typescript.live,SelfServe_Conceptual,Default OPS Conceptual Group, Default_SQL_ext_CTS_MT,CtsDownstreamConnectorSagaTemplate, Default_SQL_ext_MT_11,"de-DE,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko-KR,pt-BR,ru-RU,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_1,bot-docs-pr.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_1,bot-docs-pr.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_1,bot-docs-pr.live,SelfServe_Conceptual,"ToFix1085928, Default OPS Conceptual Group",Default_Azure_1_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_6,"de-DE,es-ES,fr-FR,ja-JP,pt-BR,zh-CN",TRUE,FALSE,LIOX,AIPE
Default_Azure_1,bot-docs-pr.live,SelfServe_Conceptual,"ToFix1085928, Default OPS Conceptual Group",Default_Azure_1_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_12,"cs-CZ,hu-HU,id-ID,it-IT,ko-KR,nl-NL,pl-PL,pt-PT,ru-RU,sv-SE,tr-TR,zh-TW",TRUE,FALSE,LIOX,AIPE
BIC_base17_2,business-app-platform-connectors-docs-pr.live,SelfServe_Reference_Authored,Default OPS Authored Reference Group,BIC_base17_MT,CtsDownstreamConnectorSagaTemplate,BIC_base_17,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
BIC_base17_2,business-app-platform-connectors-docs-pr.live,SelfServe_Reference_Managed,Default OPS Managed Reference Group,BIC_base17_MT,CtsDownstreamConnectorSagaTemplate,BIC_base_17,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
BIC_base17_2,business-app-platform-connectors-docs-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,BIC_base17_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,BIC_base_17,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",TRUE,TRUE,LIOX,HPE
BIC_base22_2,businessapps-copilot-docs-pr,SelfServe_Reference_Authored,Default OPS Authored Reference Group,BIC_base22_MT,CtsDownstreamConnectorSagaTemplate,BIC_base_22,"cs-CZ,da-DK,de-DE,el-GR,es-ES,fi-FI,fr-FR,hi-IN,id-ID,it-IT,ja-JP,ko-KR,nb-NO,nl-NL,pl-PL,pt-BR,pt-PT,sv-SE,th-TH,tr-TR,zh-CN,zh-TW",FALSE,,,MT
BIC_base22_2,businessapps-copilot-docs-pr,SelfServe_Reference_Managed,Default OPS Managed Reference Group,BIC_base22_MT,CtsDownstreamConnectorSagaTemplate,BIC_base_22,"cs-CZ,da-DK,de-DE,el-GR,es-ES,fi-FI,fr-FR,hi-IN,id-ID,it-IT,ja-JP,ko-KR,nb-NO,nl-NL,pl-PL,pt-BR,pt-PT,sv-SE,th-TH,tr-TR,zh-CN,zh-TW",FALSE,,,MT
BIC_base22_2,businessapps-copilot-docs-pr,SelfServe_Conceptual,Default OPS Conceptual Group,BIC_base22_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,BIC_base_22,"cs-CZ,da-DK,de-DE,el-GR,es-ES,fi-FI,fr-FR,hi-IN,id-ID,it-IT,ja-JP,ko-KR,nb-NO,nl-NL,pl-PL,pt-BR,pt-PT,sv-SE,th-TH,tr-TR,zh-CN,zh-TW",TRUE,TRUE,LIOX,HPE
Default_Azure_1,cloud-adoption-framework-pr.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_1,cloud-adoption-framework-pr.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_1,cloud-adoption-framework-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_1_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_6,"de-DE,es-ES,fr-FR,ja-JP,pt-BR,zh-CN",TRUE,FALSE,LIOX,AIPE
Default_Azure_1,cloud-adoption-framework-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_1_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_12,"cs-CZ,hu-HU,id-ID,it-IT,ko-KR,nl-NL,pl-PL,pt-PT,ru-RU,sv-SE,tr-TR,zh-TW",TRUE,FALSE,LIOX,AIPE
Default_Azure_2,CloudAppSecurityDocs-pr.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_2,CloudAppSecurityDocs-pr.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_2,CloudAppSecurityDocs-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_2_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_6,"de-DE,es-ES,fr-FR,ja-JP,pt-BR,zh-CN",TRUE,FALSE,LIOX,AIPE
Default_Azure_2,CloudAppSecurityDocs-pr.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_2_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_12,"cs-CZ,hu-HU,id-ID,it-IT,ko-KR,nl-NL,pl-PL,pt-PT,ru-RU,sv-SE,tr-TR,zh-TW",TRUE,FALSE,RWS,AIPE
Default_Azure_1,cloud-developer-advocates.live,SelfServe_Reference_Authored,Default Authored Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_1,cloud-developer-advocates.live,SelfServe_Reference_Managed,Default Managed Reference Group,Default_Azure_MT_CTS,CtsDownstreamConnectorSagaTemplate,Default_Azure_MT_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure_1,cloud-developer-advocates.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_1_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_6,"de-DE,es-ES,fr-FR,ja-JP,pt-BR,zh-CN",TRUE,FALSE,LIOX,AIPE
Default_Azure_1,cloud-developer-advocates.live,SelfServe_Conceptual,Default OPS Conceptual Group,Default_Azure_1_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_12,"cs-CZ,hu-HU,id-ID,it-IT,ko-KR,nl-NL,pl-PL,pt-PT,ru-RU,sv-SE,tr-TR,zh-TW",TRUE,FALSE,LIOX,AIPE
BIC_base11_2,cloud-for-industry-2024w2-releaseplan-pr,SelfServe_Reference_Authored,Default OPS Authored Reference Group,BIC_base11_MT,CtsDownstreamConnectorSagaTemplate,BIC_Essential1_7,"da-DK,de-DE,es-ES,fr-FR,it-IT,ja-JP,nl-NL",FALSE,,,MT
BIC_base11_2,cloud-for-industry-2024w2-releaseplan-pr,SelfServe_Reference_Authored,Default OPS Authored Reference Group,BIC_base11_MT,CtsDownstreamConnectorSagaTemplate,BIC_Relevant1_4,"fi-FI,nb-NO,pt-BR,sv-SE",FALSE,,,MT
BIC_base11_2,cloud-for-industry-2024w2-releaseplan-pr,SelfServe_Reference_Managed,Default OPS Managed Reference Group,BIC_base11_MT,CtsDownstreamConnectorSagaTemplate,BIC_Essential1_7,"da-DK,de-DE,es-ES,fr-FR,it-IT,ja-JP,nl-NL",FALSE,,,MT
BIC_base11_2,cloud-for-industry-2024w2-releaseplan-pr,SelfServe_Reference_Managed,Default OPS Managed Reference Group,BIC_base11_MT,CtsDownstreamConnectorSagaTemplate,BIC_Relevant1_4,"fi-FI,nb-NO,pt-BR,sv-SE",FALSE,,,MT
BIC_base11_2,cloud-for-industry-2024w2-releaseplan-pr,SelfServe_Conceptual,Default OPS Conceptual Group,BIC_base11_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,BIC_Essential1_7,"da-DK,de-DE,es-ES,fr-FR,it-IT,ja-JP,nl-NL",TRUE,TRUE,LIOX,HPE
BIC_base11_2,cloud-for-industry-2024w2-releaseplan-pr,SelfServe_Conceptual,Default OPS Conceptual Group,BIC_base11_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,BIC_Relevant1_4,"fi-FI,nb-NO,pt-BR,sv-SE",TRUE,TRUE,LIOX,HPE
BIC_base11_2,cloud-for-industry-2025w1-releaseplan-pr,SelfServe_Reference_Authored,Default OPS Authored Reference Group,BIC_base11_MT,CtsDownstreamConnectorSagaTemplate,BIC_Essential1_7,"da-DK,de-DE,es-ES,fr-FR,it-IT,ja-JP,nl-NL",FALSE,,,MT
BIC_base11_2,cloud-for-industry-2025w1-releaseplan-pr,SelfServe_Reference_Authored,Default OPS Authored Reference Group,BIC_base11_MT,CtsDownstreamConnectorSagaTemplate,BIC_Relevant1_4,"fi-FI,nb-NO,pt-BR,sv-SE",FALSE,,,MT
BIC_base11_2,cloud-for-industry-2025w1-releaseplan-pr,SelfServe_Reference_Managed,Default OPS Managed Reference Group,BIC_base11_MT,CtsDownstreamConnectorSagaTemplate,BIC_Essential1_7,"da-DK,de-DE,es-ES,fr-FR,it-IT,ja-JP,nl-NL",FALSE,,,MT
BIC_base11_2,cloud-for-industry-2025w1-releaseplan-pr,SelfServe_Reference_Managed,Default OPS Managed Reference Group,BIC_base11_MT,CtsDownstreamConnectorSagaTemplate,BIC_Relevant1_4,"fi-FI,nb-NO,pt-BR,sv-SE",FALSE,,,MT
BIC_base11_2,cloud-for-industry-2025w1-releaseplan-pr,SelfServe_Conceptual,Default OPS Conceptual Group,BIC_base11_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,BIC_Essential1_7,"da-DK,de-DE,es-ES,fr-FR,it-IT,ja-JP,nl-NL",TRUE,TRUE,LIOX,HPE
BIC_base11_2,cloud-for-industry-2025w1-releaseplan-pr,SelfServe_Conceptual,Default OPS Conceptual Group,BIC_base11_CTS+GL,CtsGlDownstreamConnectorSagaTemplate,BIC_Relevant1_4,"fi-FI,nb-NO,pt-BR,sv-SE",TRUE,TRUE,LIOX,HPE
Default_Azure,cognitive-toolkit-docs,SelfServe_Reference_Authored,"Default Authored Reference Group, Default Authored Reference Group",Default_Azure_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure,cognitive-toolkit-docs,SelfServe_Reference_Managed,"Default Managed Reference Group, Default Managed Reference Group",Default_Azure_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_Azure_18,"cs-CZ,de-DE,es-ES,fr-FR,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_Azure,cognitive-toolkit-docs,SelfServe_Conceptual,"Default OPS Conceptual Group, Default Conceptual Group",Default_Azure_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_6,"de-DE,es-ES,fr-FR,ja-JP,pt-BR,zh-CN",TRUE,FALSE,LIOX,AIPE
Default_Azure,cognitive-toolkit-docs,SelfServe_Conceptual,"Default OPS Conceptual Group, Default Conceptual Group",Default_Azure_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_12,"cs-CZ,hu-HU,id-ID,it-IT,ko-KR,nl-NL,pl-PL,pt-PT,ru-RU,sv-SE,tr-TR,zh-TW",TRUE,FALSE,LIOX,AIPE
Default_Azure_ext2_1,Collection-CloudSkillChallenge,SelfServe_CaD,Default OPS Content As Data,Default_Azure_ext2_1_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_ext2,"ar-SA,he-IL",FALSE,FALSE,LIOX,MT
Default_Azure_ext2_1,Collection-CloudSkillChallenge,SelfServe_CaD,Default OPS Content As Data,Default_Azure_ext2_1_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_12,"cs-CZ,hu-HU,id-ID,it-IT,ko-KR,nl-NL,pl-PL,pt-PT,ru-RU,sv-SE,tr-TR,zh-TW",FALSE,FALSE,LIOX,MT
Default_Azure_ext2_1,Collection-CloudSkillChallenge,SelfServe_CaD,Default OPS Content As Data,Default_Azure_ext2_1_CTS-GL,CtsGlDownstreamConnectorSagaTemplate,Default_Azure_6,"de-DE,es-ES,fr-FR,ja-JP,pt-BR,zh-CN",FALSE,FALSE,RWS,MT
Default_QNA_1,Collection-TaxonomyService-QnAtags,SelfServe_Reference_Authored,Default OPS Authored Reference Group,Default_QNA_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_QNA_25,"ar-SA,cs-CZ,da-DK,de-DE,el-GR,es-ES,fi-FI,fr-FR,he-IL,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nb-NO,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,th-TH,tr-TR,zh-CN,zh-TW",FALSE,,,MT
Default_QNA_1,Collection-TaxonomyService-QnAtags,SelfServe_Reference_Managed,Default OPS Managed Reference Group,Default_QNA_CTS_MT,CtsDownstreamConnectorSagaTemplate,Default_QNA_25,"ar-SA,cs-CZ,da-DK,de-DE,el-GR,es-ES,fi-FI,fr-FR,he-IL,hu-HU,id-ID,it-IT,ja-JP,ko-KR,nb-NO,nl-NL,pl-PL,pt-BR,pt-PT,ru-RU,sv-SE,th-TH,tr-TR,zh-CN,zh-TW",FALSE,,,MT
